original,predicted,wer:13.71,cer:3.89,num_tokens,num_chars,substitutions,insertions,deletions
iyi ni hali inayo badilika haraka na kila nchi jimbo shirika iko na liste ya maeneo yenye kuwa chini ya masharti,ii ni hali inayo badilika haraka na kila inchi jimbo shirika iko na liste ya maeneo yenye kuwa chini ya masharti,2,2,21,92,2,0,0
kisha kusafiri chunguza afya yako na upange kujitenga kwa juma mbili juu ya kuepusha kusambaraza ugonjwa kwa watu wengine,kisha kusafiri chunguza afya yako na upange kujitenga kwa juma mbili juu ya kuepusha kusambaraza ugonjwa kwa watu wengine,0,0,19,103,0,0,0
maambukizi kupitia watu wasiyo onesha alama ilijulikana lakini kiwango ya iyi hali bado ingali kwenye uchunguzi,maambukizi kupitia watu wasiyo onesha alama ilijulikana lakini kiwango ya hii hali bado ingali kwenye uchunguzi,1,2,16,96,1,0,0
elimu inayo paniwa ku masomo tafauti na isiyo paniwa ku masomo inahusu masomo masomo ya elimu ya juu vyuo vikuu na masomo za mafunzo,elimu inayo taniwa ku masomo tafauti ya isiyo panua ku masomo inahusu masomo masomo ya elimu ya juu uri ulikuu la masomo za mafunzo,6,10,24,109,6,0,0
kutokana na tangazo ya vyombo vya habari nba inashimamisha michezo kutokana na kalendari ya michezo ya siku ya tatu mpaka siku maamuzi mupya itatolewa,kutokana na tangazo ya vyombo vya habari nbie inasimamisha michezo kutokana na kalendari ya michezo ya siku ya tatu mpaka siku maamuzi mpya itatolewa,3,4,24,127,3,0,0
pata habari mupya kutoka oms,pata habari mupya kutoka oms,0,0,5,24,0,0,0
kuvala mask inashauriwa kwa wale wote wanao shakiwa kuwa na ugonjwa na wale wenye kuwa karibu na watu waliyo ambukizwa,kuvala maske inashauriwa kwa wale wote wanao shakiwa kuwa na ugonjwa na wale wenye kuwa karibu na watu waliyo ambukizwa,1,1,20,99,1,0,0
kiwango ya kweli ya virusi kusambarana haijulikani kwa kutokana na hesabu kidogo ya vipimo yenye ilifanyika,kiwango ya kweli ya virusi kusambarana haijulikane wa kutokana na hesabu kidogo ya vipimo yenye ilifanyika,2,2,16,92,2,0,0
mu ma eneo yaliyo gusiwa watafiti wengi wanashauria tabia inayo itwa umbali wa kimwili ao kutosogeleana,mu maeneo yaliyo husiwa watafiti wengi wanashauria tabia inayo itwa umbali wa kimwili ao kutosogeleana,3,1,16,88,2,0,1
kartasi ya mafasirio zaidi kuhusu hatua za kuingia inatolewa kwa siku na iata,kartasi ya mafasirio zaidi kuhusu hatua za kuingia inatolewa kwa siku na iata,0,0,13,65,0,0,0
watu wenye wanamaliza elimu ya ngazi ya yulu wanapataka ma certificats diplomes ao cheti za chuo kikuu,watu wenye wanamaliza helimu ya ngazi ya yulu wanapataka ma sartevikar ndiplome ao sheti za chuo kikuu,4,10,17,86,4,0,0
matunzo ya virusi ya corona ni ya kupunguza alama na kuzuwia shida za kujitokeza,matunzo ya virusi ya corona ni ya kupunguza alama na kuzuwia shida ya kujitokeza,1,1,14,67,1,0,0
lakini minakuaka na mafua pia,lakini minakuwaka na mafua pia,1,1,5,25,1,0,0
alama za kidogo zinaweza kupona kwa kutumia paracetamol,alama za kidogo zinaweza kupona kwa kutumia paracetamol,0,0,8,48,0,0,0
onesha alama zako na eneo zenye ulisafiria,onesha alama zako na eneo zenye ulisafiria,0,0,7,36,0,0,0
kupanga gisi ya kutumia wakati kwa kuzingatia hali ya eneo iliyo hasirika kiwango ya elimu mahitaji ya wanafunzi na kupatikana kwa wazazi,kupanga gisi ya kutumia wakati kwa kuzingatia hali ya eneo iliyo asirika kiwango ya elimu mahitaji ya wanafunzi na kupatikana kwa wazazi,1,1,22,116,1,0,0
hakuna kipimo ya kuhakikisha gisi ya kutoambukizwa virusi,hakuna kipimo ya kuhakikisha gisi ya utoambukizwa virusi,1,1,8,50,1,0,0
shida kali ni pamoja na magonjwa ya mafafa ugonjwa wa shida kali ya kupumua na upungufu ya uwezo ya viungo mingi ya mwili yenye inasababisha ulemavu ao kifo,shida kali ni pamoja na magonjwa ya mafafa ugonjwa ya shida kali ya kupumua na upungufu ya uwezo ya viungo mingi ya mwili yenye inasababisha ulemavu ao kifo,1,1,28,129,1,0,0
uko na shida ya kupumua kwa sasa,uko na shida ya kupumua kwa sasa,0,0,7,26,0,0,0
kama unaambukizwa na virusi ya corona inchi zitakutenga mpaka vipimo mingi vya kufatana vifanyike na kuhakikisha kama hauna virusi ya corona,kama unaambukizwa na virusi ya corona inchi zitakutenga mpaka vipimo mingi vya kufatana vifanyike na kuhakikisha kama hauna virusi ya corona,0,0,21,120,0,0,0
serkali ya uingereza ushauri kwa wasafiri kutoka ministere inayo husika na mambo ya inje na pia ya commonwealth,serkali ya uingereza ushauri kwa wasafiri kutoka munisteur inayo husika na mambo ya inje na pia ya comolwilh,2,8,18,94,2,0,0
serkali mingi zinatowa shauri ya kutosafiri kwenda china iyi wakati,serkali mingi zinatoa shauri ya kutosafiri kwenda china hii wakati,2,3,10,58,2,0,0
iyi ni kweli hasa zaidi kwa wazazi wenye kuwa na elimu na kipato kidogo,hii ni kweli ni hasa zaidi kwa mwanzazi wenye kuwa na elimu na kitato kidogo,4,7,14,58,3,1,0
maeneo kwenye masomo zinabakia nafunguliwa ni taiwan singapour australia swede na maeneo tafauti za marekani,maeneo kwenye masomo zinabaki nafunguliwa ni taiwan singapour austreilia sueid na maeneo tofauti za marekani,4,7,15,94,4,0,0
inchi zingine zitakupima pia hata kama hauna alama yoyote,inchi zingine zitakupima pia hata kama hauna alama yoyote,0,0,9,49,0,0,0
kama kufungwa kwa masomo inachelewa kulingana na muripuko ya magonjwa uwezo wake itakuwa ndogo na matokeo yake inawezekana isikuwe,kama kufungwa kwa masomo inachelewa kulingana na miripuko ya magonjwa uwezo wake itakuwa ndogo na matokeo yake inawezekana isikuwe,1,1,19,112,1,0,0
